Date,Total,Mon,Tue,Wed,Thu,Fri,Sat,Sun,holiday,daylight_hrs,PRCP,Temp (C),dry day,annual
6/20/2013,2471,0,0,0,1,0,0,0,0,15.77929994,0.118110236,15,0,0.712328767
6/21/2013,3010,0,0,0,0,1,0,0,0,15.78083838,0.011811024,16.4,0,0.715068493
6/22/2013,3143,0,0,0,0,0,1,0,0,15.78100935,0,18.65,1,0.717808219
6/23/2013,1644,0,0,0,0,0,0,1,0,15.7798127,0.311023622,18.6,0,0.720547945
6/24/2013,2432,1,0,0,0,0,0,0,0,15.77724949,0.188976378,17.5,0,0.723287671
6/25/2013,2649,0,1,0,0,0,0,0,0,15.77332205,0.38976378,18.85,0,0.726027397
6/26/2013,2904,0,0,1,0,0,0,0,0,15.76803389,0.078740157,18.6,0,0.728767123
6/27/2013,2928,0,0,0,1,0,0,0,0,15.76138974,0.141732283,18.9,0,0.731506849
6/28/2013,4099,0,0,0,0,1,0,0,0,15.75339553,0,23.35,1,0.734246575
6/29/2013,2732,0,0,0,0,0,1,0,0,15.74405836,0,24.15,1,0.736986301
6/30/2013,2746,0,0,0,0,0,0,1,0,15.73338647,0,25.55,1,0.739726027
7/1/2013,4207,1,0,0,0,0,0,0,0,15.72138924,0,25,1,0.742465753
7/2/2013,4696,0,1,0,0,0,0,0,0,15.70807712,0,21.95,1,0.745205479
7/3/2013,4255,0,0,1,0,0,0,0,0,15.69346163,0,21.4,1,0.747945205
7/4/2013,3749,0,0,0,1,0,0,0,1,15.67755533,0,17.8,1,0.750684932
7/5/2013,3088,0,0,0,0,1,0,0,0,15.66037172,0,18.6,1,0.753424658
7/6/2013,2922,0,0,0,0,0,1,0,0,15.64192529,0,19.7,1,0.756164384
7/7/2013,2595,0,0,0,0,0,0,1,0,15.6222314,0,18.9,1,0.75890411
7/8/2013,4347,1,0,0,0,0,0,0,0,15.60130627,0,20,1,0.761643836
7/9/2013,4816,0,1,0,0,0,0,0,0,15.57916692,0,22.5,1,0.764383562
7/10/2013,4607,0,0,1,0,0,0,0,0,15.55583114,0,18.05,1,0.767123288
7/11/2013,4100,0,0,0,1,0,0,0,0,15.53131741,0,17.5,1,0.769863014
7/12/2013,3696,0,0,0,0,1,0,0,0,15.50564487,0,16.35,1,0.77260274
7/13/2013,2698,0,0,0,0,0,1,0,0,15.47883329,0,18.6,1,0.775342466
7/14/2013,2640,0,0,0,0,0,0,1,0,15.45090296,0,20.3,1,0.778082192
7/15/2013,4418,1,0,0,0,0,0,0,0,15.42187468,0,21.1,1,0.780821918
7/16/2013,4593,0,1,0,0,0,0,0,0,15.39176972,0,24.7,1,0.783561644
7/17/2013,4171,0,0,1,0,0,0,0,0,15.36060974,0,18.6,1,0.78630137
7/18/2013,4386,0,0,0,1,0,0,0,0,15.32841674,0,20,1,0.789041096
7/19/2013,3915,0,0,0,0,1,0,0,0,15.29521302,0,20.55,1,0.791780822
7/20/2013,2511,0,0,0,0,0,1,0,0,15.26102116,0,19.15,1,0.794520548
7/21/2013,2425,0,0,0,0,0,0,1,0,15.22586391,0,18.35,1,0.797260274
7/22/2013,4174,1,0,0,0,0,0,0,0,15.1897642,0,19.7,1,0.8
7/23/2013,4604,0,1,0,0,0,0,0,0,15.15274508,0,22.5,1,0.802739726
7/24/2013,4694,0,0,1,0,0,0,0,0,15.11482963,0,22.75,1,0.805479452
7/25/2013,4473,0,0,0,1,0,0,0,0,15.07604102,0,21.95,1,0.808219178
7/26/2013,3963,0,0,0,0,1,0,0,0,15.03640237,0,22.75,1,0.810958904
7/27/2013,2501,0,0,0,0,0,1,0,0,14.99593677,0,19.2,1,0.81369863
7/28/2013,1980,0,0,0,0,0,0,1,0,14.95466722,0,16.65,1,0.816438356
7/29/2013,4088,1,0,0,0,0,0,0,0,14.9126166,0,19.15,1,0.819178082
7/30/2013,4540,0,1,0,0,0,0,0,0,14.86980767,0,19.15,1,0.821917808
7/31/2013,4122,0,0,1,0,0,0,0,0,14.82626297,0,17.5,1,0.824657534
8/1/2013,3719,0,0,0,1,0,0,0,0,14.78200487,0,16.95,1,0.82739726
8/2/2013,2579,0,0,0,0,1,0,0,0,14.73705549,0.078740157,16.1,0,0.830136986
8/3/2013,2257,0,0,0,0,0,1,0,0,14.69143671,0,20.3,1,0.832876712
8/4/2013,2466,0,0,0,0,0,0,1,0,14.64517012,0,21.95,1,0.835616438
8/5/2013,4312,1,0,0,0,0,0,0,0,14.59827701,0,22.5,1,0.838356164
8/6/2013,4602,0,1,0,0,0,0,0,0,14.55077839,0,22.25,1,0.84109589
8/7/2013,4556,0,0,1,0,0,0,0,0,14.50269489,0,22.5,1,0.843835616
8/8/2013,4275,0,0,0,1,0,0,0,0,14.45404684,0,21.35,1,0.846575342
8/9/2013,3833,0,0,0,0,1,0,0,0,14.40485418,0,21.35,1,0.849315068
8/10/2013,1897,0,0,0,0,0,1,0,0,14.35513649,0.090551181,20.3,0,0.852054795
8/11/2013,2315,0,0,0,0,0,0,1,0,14.304913,0,19.7,1,0.854794521
8/12/2013,4028,1,0,0,0,0,0,0,0,14.25420252,0,20.85,1,0.857534247
8/13/2013,4469,0,1,0,0,0,0,0,0,14.20302348,0,21.4,1,0.860273973
8/14/2013,4171,0,0,1,0,0,0,0,0,14.15139392,0.031496063,21.1,0,0.863013699
8/15/2013,3334,0,0,0,1,0,0,0,0,14.09933149,0.070866142,19.15,0,0.865753425
8/16/2013,3819,0,0,0,0,1,0,0,0,14.04685341,0,22.5,1,0.868493151
8/17/2013,2219,0,0,0,0,0,1,0,0,13.99397653,0,21.4,1,0.871232877
8/18/2013,2301,0,0,0,0,0,0,1,0,13.94071728,0,20.85,1,0.873972603
8/19/2013,4117,1,0,0,0,0,0,0,0,13.8870917,0,21.15,1,0.876712329
8/20/2013,4524,0,1,0,0,0,0,0,0,13.83311542,0,20.85,1,0.879452055
8/21/2013,4392,0,0,1,0,0,0,0,0,13.7788037,0,21.4,1,0.882191781
8/22/2013,4170,0,0,0,1,0,0,0,0,13.7241714,0,21.95,1,0.884931507
8/23/2013,3446,0,0,0,0,1,0,0,0,13.66923298,0,20.55,1,0.887671233
8/24/2013,2030,0,0,0,0,0,1,0,0,13.61400255,0,20.85,1,0.890410959
8/25/2013,2059,0,0,0,0,0,0,1,0,13.55849384,0.011811024,19.15,0,0.893150685
8/26/2013,3240,1,0,0,0,0,0,0,0,13.50272022,0.039370079,20.25,0,0.895890411
8/27/2013,3892,0,1,0,0,0,0,0,0,13.4466947,0.051181102,21.95,0,0.898630137
8/28/2013,3484,0,0,1,0,0,0,0,0,13.39042995,0.220472441,21.15,0,0.901369863
8/29/2013,2375,0,0,0,1,0,0,0,0,13.33393832,0.75984252,21.1,0,0.904109589
8/30/2013,3376,0,0,0,0,1,0,0,0,13.2772318,0,21.1,1,0.906849315
8/31/2013,2292,0,0,0,0,0,1,0,0,13.22032211,0,20.85,1,0.909589041
9/1/2013,2288,0,0,0,0,0,0,1,0,13.16322063,0,21.7,1,0.912328767
9/2/2013,2325,1,0,0,0,0,0,0,1,13.10593847,0,22.5,1,0.915068493
9/3/2013,2931,0,1,0,0,0,0,0,0,13.04848647,0.090551181,20.85,0,0.917808219
9/4/2013,3830,0,0,1,0,0,0,0,0,12.99087517,0.011811024,19.45,0,0.920547945
9/5/2013,2248,0,0,0,1,0,0,0,0,12.93311488,1.090551181,17.8,0,0.923287671
9/6/2013,2223,0,0,0,0,1,0,0,0,12.87521567,0.838582677,18.9,0,0.926027397
9/7/2013,1880,0,0,0,0,0,1,0,0,12.81718736,0,20.25,1,0.928767123
9/8/2013,2331,0,0,0,0,0,0,1,0,12.75903959,0,20.55,1,0.931506849
9/9/2013,3893,1,0,0,0,0,0,0,0,12.70078177,0,20,1,0.934246575
9/10/2013,4245,0,1,0,0,0,0,0,0,12.64242314,0,20.85,1,0.936986301
9/11/2013,4411,0,0,1,0,0,0,0,0,12.58397274,0,25,1,0.939726027
9/12/2013,4045,0,0,0,1,0,0,0,0,12.52543947,0,20.3,1,0.942465753
9/13/2013,3232,0,0,0,0,1,0,0,0,12.4668321,0,17.25,1,0.945205479
9/14/2013,1832,0,0,0,0,0,1,0,0,12.40815923,0,18.65,1,0.947945205
9/15/2013,1024,0,0,0,0,0,0,1,0,12.34942938,0.12992126,16.65,0,0.950684932
9/16/2013,3065,1,0,0,0,0,0,0,0,12.29065095,0.011811024,18.35,0,0.953424658
9/17/2013,3284,0,1,0,0,0,0,0,0,12.23183225,0,15.85,1,0.956164384
9/18/2013,3909,0,0,1,0,0,0,0,0,12.17298152,0,17.2,1,0.95890411
9/19/2013,4118,0,0,0,1,0,0,0,0,12.11410695,0,17.8,1,0.961643836
9/20/2013,3334,0,0,0,0,1,0,0,0,12.05521668,0.141732283,18.3,0,0.964383562
9/21/2013,1932,0,0,0,0,0,1,0,0,11.99631881,0,17.2,1,0.967123288
9/22/2013,796,0,0,0,0,0,0,1,0,11.93742146,0.531496063,15.25,0,0.969863014
9/23/2013,2257,1,0,0,0,0,0,0,0,11.8785327,0.11023622,13.6,0,0.97260274
9/24/2013,3206,0,1,0,0,0,0,0,0,11.81966066,0,13.9,1,0.975342466
9/25/2013,3102,0,0,1,0,0,0,0,0,11.76081349,0.078740157,12.75,0,0.978082192
9/26/2013,3613,0,0,0,1,0,0,0,0,11.70199937,0,12.2,1,0.980821918
9/27/2013,2149,0,0,0,0,1,0,0,0,11.64322656,0.039370079,12.25,0,0.983561644
9/28/2013,477,0,0,0,0,0,1,0,0,11.58450337,1.708661417,14.2,0,0.98630137
9/29/2013,490,0,0,0,0,0,0,1,0,11.52583822,0.661417323,12.75,0,0.989041096
9/30/2013,2259,1,0,0,0,0,0,0,0,11.46723964,0.728346457,11.95,0,0.991780822
10/1/2013,2730,0,1,0,0,0,0,0,0,11.40871625,0.311023622,11.65,0,0.994520548
10/2/2013,2412,0,0,1,0,0,0,0,0,11.35027683,0.208661417,11.1,0,0.997260274
10/3/2013,3251,0,0,0,1,0,0,0,0,11.2919303,0.031496063,11.65,0,1
10/4/2013,3214,0,0,0,0,1,0,0,0,11.23368572,0,11.7,1,1.002739726
10/5/2013,2153,0,0,0,0,0,1,0,0,11.17555237,0,14.15,1,1.005479452
10/6/2013,2170,0,0,0,0,0,0,1,0,11.11753967,0.161417323,15.3,0,1.008219178
10/7/2013,2940,1,0,0,0,0,0,0,0,11.05965728,0.019685039,13.9,0,1.010958904
10/8/2013,2890,0,1,0,0,0,0,0,0,11.00191506,0.271653543,10.85,0,1.01369863
10/9/2013,3587,0,0,1,0,0,0,0,0,10.94432311,0,10.3,1,1.016438356
10/10/2013,3172,0,0,0,1,0,0,0,0,10.88689175,0.039370079,11.35,0,1.019178082
10/11/2013,2334,0,0,0,0,1,0,0,0,10.82963158,0.358267717,12.25,0,1.021917808
10/12/2013,1274,0,0,0,0,0,1,0,0,10.77255346,0.039370079,11.65,0,1.024657534
10/13/2013,1515,0,0,0,0,0,0,1,0,10.71566854,0,10.85,1,1.02739726
10/14/2013,3405,1,0,0,0,0,0,0,1,10.65898823,0,9.75,1,1.030136986
10/15/2013,3464,0,1,0,0,0,0,0,0,10.60252429,0,10.3,1,1.032876712
10/16/2013,3340,0,0,1,0,0,0,0,0,10.54628877,0,10.85,1,1.035616438
10/17/2013,3251,0,0,0,1,0,0,0,0,10.49029404,0,11.65,1,1.038356164
10/18/2013,2950,0,0,0,0,1,0,0,0,10.43455281,0,10,1,1.04109589
10/19/2013,1134,0,0,0,0,0,1,0,0,10.37907815,0,9.2,1,1.043835616
10/20/2013,1112,0,0,0,0,0,0,1,0,10.32388346,0,9.2,1,1.046575342
10/21/2013,3006,1,0,0,0,0,0,0,0,10.26898253,0,10,1,1.049315068
10/22/2013,3162,0,1,0,0,0,0,0,0,10.2143895,0,10.8,1,1.052054795
10/23/2013,3084,0,0,1,0,0,0,0,0,10.16011889,0,9.45,1,1.054794521
10/24/2013,3015,0,0,0,1,0,0,0,0,10.10618561,0,8.05,1,1.057534247
10/25/2013,2435,0,0,0,0,1,0,0,0,10.05260495,0,10,1,1.060273973
10/26/2013,1367,0,0,0,0,0,1,0,0,9.999392614,0,10,1,1.063013699
10/27/2013,778,0,0,0,0,0,0,1,0,9.946564676,0.070866142,11.1,0,1.065753425
10/28/2013,3328,1,0,0,0,0,0,0,0,9.894137626,0,10.8,1,1.068493151
10/29/2013,3352,0,1,0,0,0,0,0,0,9.84212835,0,8.3,1,1.071232877
10/30/2013,2954,0,0,1,0,0,0,0,0,9.790554136,0.019685039,10.3,0,1.073972603
10/31/2013,2573,0,0,0,1,0,0,0,0,9.739432673,0.011811024,12.5,0,1.076712329
11/1/2013,2812,0,0,0,0,1,0,0,0,9.688782048,0.051181102,14.75,0,1.079452055
11/2/2013,670,0,0,0,0,0,1,0,0,9.638620744,0.5,11.35,0,1.082191781
11/3/2013,1321,0,0,0,0,0,0,1,0,9.588967632,0.019685039,8.3,0,1.084931507
11/4/2013,3058,1,0,0,0,0,0,0,0,9.539841968,0,7.25,1,1.087671233
11/5/2013,2789,0,1,0,0,0,0,0,0,9.491263384,0.098425197,10.25,0,1.090410959
11/6/2013,2918,0,0,1,0,0,0,0,0,9.443251879,0.149606299,10.3,0,1.093150685
11/7/2013,1709,0,0,0,1,0,0,0,0,9.395827807,1.181102362,10.55,0,1.095890411
11/8/2013,2632,0,0,0,0,1,0,0,0,9.349011865,0,10.25,1,1.098630137
11/9/2013,1193,0,0,0,0,0,1,0,0,9.302825078,0.070866142,8.05,0,1.101369863
11/10/2013,990,0,0,0,0,0,0,1,0,9.257288785,0,9.7,1,1.104109589
11/11/2013,2661,1,0,0,0,0,0,0,1,9.212424615,0,11.1,1,1.106849315
11/12/2013,2416,0,1,0,0,0,0,0,0,9.168254474,0.161417323,12.25,0,1.109589041
11/13/2013,3067,0,0,1,0,0,0,0,0,9.124800519,0,12.25,1,1.112328767
11/14/2013,2591,0,0,0,1,0,0,0,0,9.082085134,0.051181102,8.6,0,1.115068493
11/15/2013,2063,0,0,0,0,1,0,0,0,9.040130905,0.118110236,8.9,0,1.117808219
11/16/2013,1121,0,0,0,0,0,1,0,0,8.998960592,0,7.5,1,1.120547945
11/17/2013,966,0,0,0,0,0,0,1,0,8.958597098,0.208661417,9.45,0,1.123287671
11/18/2013,2112,1,0,0,0,0,0,0,0,8.91906344,1.031496063,11.1,0,1.126027397
11/19/2013,2309,0,1,0,0,0,0,0,0,8.880382709,0.039370079,8.85,0,1.128767123
11/20/2013,2834,0,0,1,0,0,0,0,0,8.842578042,0,4.75,1,1.131506849
11/21/2013,2505,0,0,0,1,0,0,0,0,8.805672578,0,3.65,1,1.134246575
11/22/2013,2330,0,0,0,0,1,0,0,0,8.76968942,0,4.7,1,1.136986301
11/23/2013,1210,0,0,0,0,0,1,0,0,8.734651594,0,6.1,1,1.139726027
11/24/2013,1141,0,0,0,0,0,0,1,0,8.700582009,0,6.15,1,1.142465753
11/25/2013,2609,1,0,0,0,0,0,0,0,8.667503406,0,7.2,1,1.145205479
11/26/2013,2541,0,1,0,0,0,0,0,0,8.635438316,0,7.5,1,1.147945205
11/27/2013,2251,0,0,1,0,0,0,0,0,8.604409013,0,10,1,1.150684932
11/28/2013,582,0,0,0,1,0,0,0,1,8.574437463,0,7.5,1,1.153424658
11/29/2013,1004,0,0,0,0,1,0,0,0,8.545545278,0.019685039,7.2,0,1.156164384
11/30/2013,865,0,0,0,0,0,1,0,0,8.517753661,0.090551181,9.15,0,1.15890411
12/1/2013,681,0,0,0,0,0,0,1,0,8.491083358,0.118110236,10.55,0,1.161643836
12/2/2013,2283,1,0,0,0,0,0,0,0,8.465554607,0.181102362,4.75,0,1.164383562
12/3/2013,2211,0,1,0,0,0,0,0,0,8.441187085,0,2.25,1,1.167123288
12/4/2013,2078,0,0,1,0,0,0,0,0,8.417999858,0,1.15,1,1.169863014
12/5/2013,1938,0,0,0,1,0,0,0,0,8.396011329,0,-1.9,1,1.17260274
12/6/2013,1694,0,0,0,0,1,0,0,0,8.375239187,0,-1.6,1,1.175342466
12/7/2013,591,0,0,0,0,0,1,0,0,8.355700358,0,-3.55,1,1.178082192
12/8/2013,473,0,0,0,0,0,0,1,0,8.337410959,0,-2.2,1,1.180821918
12/9/2013,1793,1,0,0,0,0,0,0,0,8.320386246,0,-1.9,1,1.183561644
12/10/2013,1870,0,1,0,0,0,0,0,0,8.304640571,0,3.1,1,1.18630137
12/11/2013,2136,0,0,1,0,0,0,0,0,8.290187341,0,1.7,1,1.189041096
12/12/2013,1934,0,0,0,1,0,0,0,0,8.277038973,0.271653543,2.55,0,1.191780822
12/13/2013,1769,0,0,0,0,1,0,0,0,8.265206857,0.019685039,7.5,0,1.194520548
12/14/2013,884,0,0,0,0,0,1,0,0,8.254701319,0,7.75,1,1.197260274
12/15/2013,755,0,0,0,0,0,0,1,0,8.245531591,0.051181102,10,0,1.2
12/16/2013,2500,1,0,0,0,0,0,0,0,8.237705776,0.011811024,7.2,0,1.202739726
12/17/2013,2232,0,1,0,0,0,0,0,0,8.231230827,0,6.35,1,1.205479452
12/18/2013,2171,0,0,1,0,0,0,0,0,8.226112521,0.051181102,5,0,1.208219178
12/19/2013,2075,0,0,0,1,0,0,0,0,8.22235544,0,2.5,1,1.210958904
12/20/2013,739,0,0,0,0,1,0,0,0,8.219962956,0.220472441,4.45,0,1.21369863
12/21/2013,520,0,0,0,0,0,1,0,0,8.218937221,0.220472441,7.25,0,1.216438356
12/22/2013,400,0,0,0,0,0,0,1,0,8.219279158,0.421259843,9.45,0,1.219178082
12/23/2013,1417,1,0,0,0,0,0,0,0,8.22098846,0.059055118,8.9,0,1.221917808
12/24/2013,1082,0,1,0,0,0,0,0,0,8.224063588,0,5.55,1,1.224657534
12/25/2013,371,0,0,1,0,0,0,0,1,8.228501779,0,4.2,1,1.22739726
12/26/2013,1190,0,0,0,1,0,0,0,0,8.234299055,0,3.65,1,1.230136986
12/27/2013,1066,0,0,0,0,1,0,0,0,8.241450233,0.011811024,4.45,0,1.232876712
12/28/2013,875,0,0,0,0,0,1,0,0,8.249948946,0,6.35,1,1.235616438
12/29/2013,684,0,0,0,0,0,0,1,0,8.259787663,0,4.45,1,1.238356164
12/30/2013,1722,1,0,0,0,0,0,0,0,8.270957713,0.011811024,6.65,0,1.24109589
12/31/2013,1419,0,1,0,0,0,0,0,0,8.283449313,0.019685039,6.65,0,1.243835616
1/1/2014,914,0,0,1,0,0,0,0,1,8.297251601,0,5.25,1,1.246575342
1/2/2014,1865,0,0,0,1,0,0,0,0,8.312352668,0.161417323,8.35,0,1.249315068
1/3/2014,2027,0,0,0,0,1,0,0,0,8.328739598,0.059055118,5.85,0,1.252054795
1/4/2014,1172,0,0,0,0,0,1,0,0,8.346398506,0,4.2,1,1.254794521
1/5/2014,1151,0,0,0,0,0,0,1,0,8.365314581,0,3.9,1,1.257534247
1/6/2014,2304,1,0,0,0,0,0,0,0,8.385472133,0.011811024,3.65,0,1.260273973
1/7/2014,2082,0,1,0,0,0,0,0,0,8.406854633,0.480314961,6.65,0,1.263013699
1/8/2014,1948,0,0,1,0,0,0,0,0,8.429444768,0.381889764,8.6,0,1.265753425
1/9/2014,2120,0,0,0,1,0,0,0,0,8.453224485,0.228346457,7.5,0,1.268493151
1/10/2014,1780,0,0,0,0,1,0,0,0,8.478175044,0.169291339,10.55,0,1.271232877
1/11/2014,423,0,0,0,0,0,1,0,0,8.504277067,0.838582677,10.8,0,1.273972603
1/12/2014,655,0,0,0,0,0,0,1,0,8.53151059,0.059055118,8.35,0,1.276712329
1/13/2014,2530,1,0,0,0,0,0,0,0,8.559855115,0,10.3,1,1.279452055
1/14/2014,2808,0,1,0,0,0,0,0,0,8.589289659,0,9.15,1,1.282191781
1/15/2014,2772,0,0,1,0,0,0,0,0,8.61979281,0,8.35,1,1.284931507
1/16/2014,2641,0,0,0,1,0,0,0,0,8.651342773,0,5.55,1,1.287671233
1/17/2014,2310,0,0,0,0,1,0,0,0,8.683917421,0,4.2,1,1.290410959
1/18/2014,1135,0,0,0,0,0,1,0,0,8.717494346,0,5,1,1.293150685
1/19/2014,822,0,0,0,0,0,0,1,0,8.752050905,0,4.7,1,1.295890411
1/20/2014,1874,1,0,0,0,0,0,0,1,8.787564269,0,6.4,1,1.298630137
1/21/2014,2680,0,1,0,0,0,0,0,0,8.824011465,0,5.85,1,1.301369863
1/22/2014,2692,0,0,1,0,0,0,0,0,8.861369421,0.019685039,7.5,0,1.304109589
1/23/2014,2649,0,0,0,1,0,0,0,0,8.899615013,0,6.4,1,1.306849315
1/24/2014,2521,0,0,0,0,1,0,0,0,8.938725098,0,6.95,1,1.309589041
1/25/2014,1441,0,0,0,0,0,1,0,0,8.978676556,0,6.65,1,1.312328767
1/26/2014,1429,0,0,0,0,0,0,1,0,9.01944633,0,4.45,1,1.315068493
1/27/2014,2499,1,0,0,0,0,0,0,0,9.061011456,0,5.55,1,1.317808219
1/28/2014,2466,0,1,0,0,0,0,0,0,9.103349098,0.350393701,8.6,0,1.320547945
1/29/2014,1899,0,0,1,0,0,0,0,0,9.146436579,0.850393701,9.15,0,1.323287671
1/30/2014,2229,0,0,0,1,0,0,0,0,9.190251412,0,7.2,1,1.326027397
1/31/2014,2035,0,0,0,0,1,0,0,0,9.234771321,0.090551181,6.7,0,1.328767123
2/1/2014,1134,0,0,0,0,0,1,0,0,9.279974275,0.078740157,5.3,0,1.331506849
2/2/2014,1095,0,0,0,0,0,0,1,0,9.325838501,0,5,1,1.334246575
2/3/2014,2290,1,0,0,0,0,0,0,0,9.372342513,0,2.5,1,1.336986301
2/4/2014,2091,0,1,0,0,0,0,0,0,9.419465128,0,0.35,1,1.339726027
2/5/2014,2588,0,0,1,0,0,0,0,0,9.467185483,0,-3,1,1.342465753
2/6/2014,1562,0,0,0,1,0,0,0,0,9.515483049,0,-3.8,1,1.345205479
2/7/2014,1572,0,0,0,0,1,0,0,0,9.56433765,0,-0.8,1,1.347945205
2/8/2014,795,0,0,0,0,0,1,0,0,9.613729469,0.200787402,2.55,0,1.350684932
2/9/2014,221,0,0,0,0,0,0,1,0,9.663639061,0.019685039,1.95,0,1.353424658
2/10/2014,1428,1,0,0,0,0,0,0,0,9.71404736,0.720472441,6.1,0,1.356164384
2/11/2014,2024,0,1,0,0,0,0,0,0,9.764935689,0.669291339,8.9,0,1.35890411
2/12/2014,2139,0,0,1,0,0,0,0,0,9.816285764,0.181102362,9.7,0,1.361643836
2/13/2014,2389,0,0,0,1,0,0,0,0,9.868079695,0.070866142,10.3,0,1.364383562
2/14/2014,1786,0,0,0,0,1,0,0,0,9.920299994,0.37007874,8.9,0,1.367123288
2/15/2014,658,0,0,0,0,0,1,0,0,9.972929574,0.460629921,8.05,0,1.369863014
2/16/2014,485,0,0,0,0,0,0,1,0,10.02595175,1.039370079,6.65,0,1.37260274
2/17/2014,1028,1,0,0,0,0,0,0,1,10.07935023,0.570866142,6.35,0,1.375342466
2/18/2014,1525,0,1,0,0,0,0,0,0,10.13310913,0.598425197,6.95,0,1.378082192
2/19/2014,2167,0,0,1,0,0,0,0,0,10.18721297,0.039370079,6.1,0,1.380821918
2/20/2014,2214,0,0,0,1,0,0,0,0,10.24164663,0.118110236,7.8,0,1.383561644
2/21/2014,1889,0,0,0,0,1,0,0,0,10.2963954,0.11023622,5.3,0,1.38630137
2/22/2014,624,0,0,0,0,0,1,0,0,10.35144495,0.098425197,4.2,0,1.389041096
2/23/2014,691,0,0,0,0,0,0,1,0,10.40678133,0.24015748,5.55,0,1.391780822
2/24/2014,1557,1,0,0,0,0,0,0,0,10.46239093,0.511811024,5,0,1.394520548
2/25/2014,2563,0,1,0,0,0,0,0,0,10.51826052,0.011811024,8.05,0,1.397260274
2/26/2014,2960,0,0,1,0,0,0,0,0,10.57437721,0,9.75,1,1.4
2/27/2014,2721,0,0,0,1,0,0,0,0,10.63072847,0,8.6,1,1.402739726
2/28/2014,2829,0,0,0,0,1,0,0,0,10.68730208,0,9.4,1,1.405479452
3/1/2014,989,0,0,0,0,0,1,0,0,10.74408614,0.019685039,5.8,0,1.408219178
3/2/2014,431,0,0,0,0,0,0,1,0,10.80106908,0.751968504,6.95,0,1.410958904
3/3/2014,1720,1,0,0,0,0,0,0,0,10.85823959,0.421259843,11.65,0,1.41369863
3/4/2014,2053,0,1,0,0,0,0,0,0,10.9155867,0.649606299,10.85,0,1.416438356
3/5/2014,1874,0,0,1,0,0,0,0,0,10.97309966,1.838582677,13.1,0,1.419178082
3/6/2014,1801,0,0,0,1,0,0,0,0,11.03076803,0.118110236,11.65,0,1.421917808
3/7/2014,2560,0,0,0,0,1,0,0,0,11.08858158,0,12.25,1,1.424657534
3/8/2014,726,0,0,0,0,0,1,0,0,11.14653034,1.271653543,9.75,0,1.42739726
3/9/2014,1142,0,0,0,0,0,0,1,0,11.20460456,0.169291339,12.2,0,1.430136986
3/10/2014,2145,1,0,0,0,0,0,0,0,11.26279469,0.74015748,9.15,0,1.432876712
3/11/2014,3416,0,1,0,0,0,0,0,0,11.32109139,0,9.4,1,1.435616438
3/12/2014,3665,0,0,1,0,0,0,0,0,11.37948549,0,9.7,1,1.438356164
